customerID,tenure,MonthlyCharges,TotalCharges,Contract,Churn
3592-ADWZ,21,53.13,4658.15,One year,No
1561-UJRM,36,68.2,2829.3,One year,No
7832-QDEV,19,39.61,6443.79,One year,No
3658-BEFI,20,81.08,4368.2,Two year,No
2262-LWJP,57,48.07,726.31,One year,No
9410-SRYS,18,40.7,4570.22,Two year,No
0110-WOAK,47,71.66,7273.35,One year,No
7021-RXIG,49,20.55,3230.87,Two year,No
2618-ARWI,14,20.77,2440.97,Two year,No
4952-LZSE,15,41.91,1233.41,Two year,Yes
5665-NQIJ,31,23.67,1296.42,Month-to-month,No
5843-GHAV,1,30.8,3518.89,One year,Yes
8340-XYMA,54,53.89,4805.87,Month-to-month,No
4220-JKOK,3,100.26,736.86,One year,No
1733-GKGT,16,77.2,7522.59,One year,Yes
9862-TVKW,57,71.27,6065.56,Month-to-month,No
1266-HQEA,12,49.35,4734.33,Two year,Yes
0511-GSSG,16,113.18,6644.67,One year,No
1433-UZMU,72,59.7,733.48,Two year,No
3890-UBME,24,28.71,3867.03,Month-to-month,No
8881-TGUL,28,81.71,5077.74,Two year,No
7047-NZMR,8,31.38,6646.36,One year,Yes
3360-YNGQ,36,54.52,6289.41,One year,No
1882-CQIE,8,70.74,2288.85,One year,Yes
2170-BUMP,58,107.42,7532.95,Month-to-month,No
3010-QYZQ,60,69.35,1082.33,One year,Yes
0677-DGZU,50,90.23,7013.56,Month-to-month,No
7841-RJDX,28,119.28,7770.43,Two year,No
4426-EEJT,41,33.15,1499.51,One year,No
2895-BEHG,64,47.47,5804.32,One year,No
3063-EAWU,27,59.46,418.26,One year,No
2765-KNMO,63,62.18,3302.84,Two year,Yes
6361-NBVD,17,61.1,4178.64,One year,Yes
8240-OVRN,33,110.76,4687.1,Month-to-month,No
7236-BYFM,29,91.4,7493.9,Two year,No
8080-OYKJ,13,80.79,5410.78,Two year,No
7820-BHYY,46,50.94,3902.1,Two year,Yes
0751-NGQE,35,102.38,6496.43,Two year,No
7416-JLRW,6,115.51,7609.21,Two year,Yes
1143-EZLJ,69,102.12,274.32,Month-to-month,No
3933-TLSP,47,20.16,7861.92,Two year,No
5279-GZLK,25,83.64,780.44,One year,Yes
7955-ZHHF,66,25.11,6533.66,Two year,No
8086-HOOY,10,45.76,2314.64,Two year,No
1031-JPGV,56,25.95,1144.22,Two year,No
0397-SUEV,30,80.38,3574.86,Two year,Yes
6595-HTOC,5,88.66,5187.26,Two year,No
0738-KWWF,33,31.45,3109.52,Month-to-month,No
6607-JHBO,65,58.38,531.07,Month-to-month,No
1520-TKLP,18,65.62,4835.74,Two year,No
5223-DCOB,49,56.91,7228.99,Month-to-month,Yes
3057-DDOM,11,32.1,3127.4,One year,Yes
6167-GBUI,26,61.89,1809.03,Two year,No
9064-JIPA,63,95.12,3596.36,One year,Yes
3969-LDBV,59,27.1,482.07,One year,No
1378-CBYY,27,28.02,6581.85,Two year,No
8806-CLAF,49,55.48,6628.09,One year,No
5252-MSDS,33,114.17,4745.2,One year,No
0560-EHUQ,1,86.86,2889.51,One year,No
0603-HWRW,21,87.87,6418.29,Two year,No
0862-JZCI,55,56.19,4482.03,Two year,Yes
8515-LYAG,6,79.37,6624.87,One year,No
5331-JJQG,69,21.01,5088.52,Two year,No
9586-WXVA,5,83.61,6296.8,Two year,No
5218-RCJY,3,111.33,4828.65,One year,No
6622-DZXI,53,81.26,3371.71,Two year,Yes
5215-UWIS,23,107.37,7667.77,Month-to-month,No
5199-DYXI,53,92.4,4374.8,Two year,No
5913-WSTW,37,32.06,4880.21,Month-to-month,No
4449-XYHU,17,110.25,1841.85,One year,No
1176-GOGG,1,26.64,5042.64,Two year,No
6364-NPSJ,51,73.4,4615.7,One year,No
8411-ATAH,45,34.21,1560.22,One year,No
4797-BYZW,4,21.17,570.74,One year,No
4342-KBTJ,62,62.2,4874.44,One year,No
3675-NWUN,65,49.5,6133.17,One year,Yes
4809-NKTO,32,68.6,4234.87,Two year,No
5602-KHVL,34,77.72,1891.5,Month-to-month,No
4605-DVLS,72,24.37,5365.52,Two year,No
1796-DKLE,39,32.3,732.84,Two year,No
5724-GRXU,26,75.86,3590.49,Two year,No
7114-JNJU,34,54.32,1390.6,Two year,Yes
5933-TXOR,54,92.92,1557.23,Month-to-month,No
1817-KITL,3,85.23,1698.12,Two year,No
6112-QGLW,50,104.56,3154.99,One year,No
5082-PMKC,12,89.25,504.09,Two year,No
6256-OVBD,65,62.99,3242.57,Two year,Yes
6086-VHXB,54,87.3,4142.49,Month-to-month,No
4166-RPUE,5,47.54,3918.02,Month-to-month,No
4590-HJJB,57,50.63,3123.99,One year,Yes
4521-SHNN,17,98.9,6729.26,Two year,No
6617-QZMR,47,64.64,1248.08,Two year,No
9926-INZJ,23,99.84,4095.0,Two year,No
1556-MEPS,14,102.24,590.13,One year,No
9006-DWUZ,66,105.76,662.13,Month-to-month,No
4356-AFHU,51,111.66,4633.54,One year,Yes
3530-RISQ,38,63.1,4571.55,Two year,Yes
0133-RXUQ,64,51.89,7036.46,Month-to-month,No
4685-IUKT,38,78.22,4507.2,Month-to-month,No
8273-NFRU,50,57.12,7682.35,One year,No
8392-AZQV,30,80.11,484.69,Month-to-month,No
5358-TSIA,51,90.56,874.26,Month-to-month,Yes
4424-YFHC,63,88.84,448.12,Two year,No
7794-AMNE,52,57.46,1563.69,Two year,Yes
9757-DWVY,38,36.69,4376.03,Month-to-month,Yes
6174-SNAY,30,63.05,5200.02,Month-to-month,No
6504-BNRI,51,34.26,460.12,One year,No
5383-FHIL,5,109.01,7573.17,One year,No
1120-QNFJ,29,54.59,6753.11,Month-to-month,No
3172-GBPI,4,35.45,2443.24,Two year,Yes
4146-CBLE,10,22.54,709.78,Month-to-month,Yes
5586-QIVS,56,84.58,1442.11,Month-to-month,No
6597-MDVX,17,83.69,1102.86,Two year,Yes
4467-MGFW,17,54.06,1073.94,Two year,No
6936-RUWL,69,27.17,4196.64,One year,Yes
0434-ETPD,34,60.96,2042.19,One year,No
1873-QUNK,6,51.12,2929.3,One year,Yes
4659-JIVP,53,87.71,7917.09,One year,Yes
7475-GRCY,66,80.58,5506.08,Two year,No
5454-OVEY,43,56.46,7596.95,Month-to-month,No
0187-JMRC,23,41.79,1226.2,One year,Yes
8896-ADDN,55,118.8,3118.9,One year,No
3516-IOXH,16,65.4,4482.38,Two year,No
9493-CAZK,8,88.83,706.39,Two year,No
1235-BSVJ,4,34.06,133.08,Month-to-month,No
8827-KIJJ,4,68.56,5396.43,Month-to-month,Yes
5641-JYVE,56,22.75,5170.37,Two year,No
9610-ASML,25,70.55,3345.23,One year,No
9064-LUPL,67,116.4,3968.19,One year,No
1554-JEPP,67,58.42,3382.0,One year,No
8254-OJZO,27,23.9,289.64,Month-to-month,No
7146-DTZZ,32,23.1,2749.44,One year,No
7408-CMTY,50,58.8,1498.95,One year,No
0673-BIUM,61,36.0,877.55,Two year,No
5474-YUHA,51,22.34,7658.09,One year,Yes
9775-BMEB,19,95.62,4834.94,Two year,No
9862-CNWH,21,65.85,5856.38,One year,Yes
1280-CEPD,5,48.92,2591.37,Month-to-month,No
4827-MUWI,42,110.01,3205.86,One year,No
0191-MZUG,61,31.61,1971.7,One year,No
4627-IQTD,22,115.59,866.03,Two year,No
1337-TNJS,21,51.4,1514.35,Two year,Yes
4180-YLRZ,70,108.84,6400.36,Two year,Yes
6096-YLXW,1,80.29,5452.61,One year,No
3206-KUTT,5,102.67,4420.74,One year,Yes
5136-EORV,12,118.4,3853.21,Month-to-month,No
0014-FHFA,46,48.84,7387.23,One year,No
0968-YQSD,34,116.11,674.61,Month-to-month,No
8168-OZXS,49,58.95,2316.75,Two year,No
2496-XHLX,45,58.55,2864.51,Two year,No
7310-UJIB,27,54.04,6281.16,Two year,No
9244-YPEM,26,74.14,7940.87,Month-to-month,No
1726-XSCB,47,35.41,2001.3,One year,No
5248-DQYR,56,75.37,7007.03,Two year,No
2795-NYML,63,74.17,6661.92,One year,Yes
8775-AYVM,48,96.19,1874.79,One year,Yes
5936-KQYC,61,103.36,3254.73,Two year,No
5904-TQEB,26,64.04,3336.42,Month-to-month,No
3168-QJCQ,36,50.23,7827.94,One year,No
7117-PMBO,1,45.93,1529.05,Two year,No
3584-ZABU,8,39.46,6413.35,One year,No
0186-LRWD,52,25.76,2740.12,One year,No
5901-QMXB,47,54.24,5873.88,One year,No
7110-HULE,56,47.02,3418.09,One year,No
5814-UFUL,14,116.64,4669.04,One year,No
8963-ZODV,28,75.77,6677.63,Month-to-month,No
7753-DDKS,2,54.73,6452.91,Month-to-month,No
5490-CWPU,26,78.05,6944.74,Two year,No
0401-CQXK,14,33.92,570.98,Month-to-month,No
8762-QNKY,59,64.4,5567.2,Month-to-month,Yes
6014-YQUJ,56,82.62,1205.9,Month-to-month,No
0215-CJTO,7,68.89,3384.97,One year,No
2762-FURZ,3,60.18,4433.85,One year,No
4160-QHLI,23,119.38,3281.64,Two year,No
8707-YEUM,18,108.03,4204.93,Two year,No
1875-IFRI,38,82.34,7972.56,Two year,No
7307-WJFM,15,76.94,1168.22,One year,No
4819-LKDS,64,82.07,5436.1,Month-to-month,No
6921-RBDW,28,40.13,3228.41,Month-to-month,No
4138-PUQP,39,59.51,1150.78,One year,No
1980-WMZP,57,23.95,1354.02,Two year,No
8277-GIPX,17,67.55,7599.26,Two year,No
5150-ZBMT,44,74.3,7048.85,Two year,No
0547-VLGO,25,42.77,7265.63,One year,No
0791-HQCM,17,116.4,7933.11,Two year,No
3787-ALUW,13,110.95,1745.69,Two year,No
4734-QWBX,25,92.21,2907.97,One year,No
3042-YOUU,68,73.34,5386.83,Month-to-month,No
0870-YRXC,10,107.0,3922.04,One year,No
3631-OBSF,67,33.07,3405.28,One year,Yes
9214-YPYF,18,99.05,2926.71,One year,Yes
7232-RHBI,34,32.48,4790.87,One year,No
4517-RNHQ,8,99.42,4647.19,Month-to-month,No
7989-BXLC,40,47.58,1375.52,Two year,Yes
8291-HSMW,42,107.71,3826.74,One year,No
5629-ODJL,41,114.4,4472.43,Month-to-month,No
6208-GYQK,6,34.88,4605.27,Two year,No
3635-SVLH,52,66.27,1759.85,Two year,No
1712-MZUB,26,118.1,5963.94,Two year,No
3419-SHZV,64,68.34,299.07,One year,No
6612-BIDG,59,106.35,2903.17,One year,No
1503-IJOE,56,78.87,6263.68,Two year,Yes
3944-DLIA,59,57.53,4554.75,Two year,No
7937-MHYZ,70,48.58,2163.18,Two year,No
5159-LRTX,33,40.32,5590.13,Two year,Yes
1534-VLCB,53,96.18,4582.39,Two year,No
6529-HANL,22,58.65,6390.32,Two year,No
6051-IPYX,21,71.13,5906.7,Month-to-month,No
3183-JHJZ,70,69.23,4919.85,Two year,No
8074-ZUHU,70,77.73,3956.6,One year,No
9481-PCFM,4,106.56,1152.14,One year,No
8909-TCKX,62,118.07,2164.53,One year,No
4577-DEJO,62,60.76,3410.89,Two year,No
0883-OMAA,24,102.75,4834.46,One year,Yes
2984-QXKM,55,96.45,4158.29,Month-to-month,No
6212-ZBTP,9,77.35,2376.66,Two year,No
5864-SDNO,3,115.6,151.07,One year,No
8103-WDEH,31,40.05,4020.29,Month-to-month,No
4932-NYNT,40,30.93,2356.45,Month-to-month,No
1075-WVRH,36,105.4,5903.41,One year,No
6605-VANJ,24,63.91,289.18,Month-to-month,No
4391-EFEX,6,104.7,4720.14,One year,Yes
6855-OTCL,66,109.31,7537.65,Month-to-month,No
0894-IJVX,4,26.25,1477.83,Two year,No
5737-AVFW,6,108.35,3826.03,Two year,No
1211-CRUC,51,64.83,822.23,Two year,Yes
7701-UNBD,62,71.04,5042.89,Two year,No
2067-UXFX,57,82.66,4449.2,Two year,Yes
1308-YYJE,66,112.64,3318.19,One year,No
5725-CPAF,8,21.91,4218.88,Two year,No
1295-ZCFN,26,67.68,7182.94,Two year,Yes
7354-YEJJ,51,88.77,1650.72,Two year,No
2219-DCDT,45,92.27,278.26,Two year,No
7503-DHPI,44,89.25,6907.15,Month-to-month,No
9452-WEBV,5,33.44,4659.22,Two year,No
4619-MCLR,70,49.94,7136.2,Two year,Yes
0145-CYZB,26,55.87,4815.87,One year,No
9359-DVSH,68,100.44,6500.27,Month-to-month,Yes
7527-QKMP,19,47.88,3494.42,One year,No
4427-CGMQ,20,41.07,6023.89,Two year,No
1000-RZJR,12,115.74,7313.03,One year,Yes
1600-TTUF,47,20.89,4619.77,One year,No
6423-WOYA,1,119.78,1528.2,Two year,Yes
4933-JLAO,14,87.68,2223.5,Month-to-month,No
8374-DSMC,64,102.85,1669.29,Month-to-month,Yes
6665-MWNK,38,49.46,2050.17,One year,No
4963-ZIAB,37,21.43,2520.68,Two year,Yes
8370-XICI,11,93.79,4485.56,One year,No
3362-QPXB,3,103.41,4745.13,One year,No
3303-LWOX,33,94.05,3469.35,One year,Yes
2659-JKOV,6,34.29,4961.82,Two year,No
1635-TIPJ,50,95.34,744.44,Two year,No
4487-VNHB,10,96.89,793.53,Month-to-month,No
9427-CVCI,5,85.85,1457.45,Two year,No
0842-UQHU,23,96.61,4192.81,One year,No
4524-QLTE,10,104.59,1790.56,One year,No
0785-FZTM,44,81.36,2337.95,Month-to-month,Yes
9567-LOQN,2,28.86,3262.47,Two year,No
3116-HLIV,13,68.76,6513.74,One year,No
0248-QGPK,40,27.76,209.51,Month-to-month,No
1128-MOLQ,2,60.75,5230.09,Month-to-month,Yes
0112-UREW,65,60.71,5384.12,One year,No
9408-CPWX,63,26.6,6409.38,One year,No
4360-YSDC,17,54.88,7468.75,Two year,No
7958-YYGW,9,31.1,259.09,Month-to-month,No
2183-PKTG,15,100.82,1314.89,One year,No
4119-LGPM,24,114.77,7100.75,Month-to-month,No
3934-RZWY,38,27.23,3722.3,Two year,No
3780-ZPVR,35,115.51,4560.27,One year,No
9672-OIYJ,49,72.26,5337.91,Two year,No
8188-KXKZ,69,49.96,5464.63,Month-to-month,Yes
2082-FXXQ,62,27.69,7460.75,Two year,No
8740-WVYM,60,70.06,7975.9,Two year,Yes
4878-VVSN,50,99.45,5789.24,Month-to-month,No
3687-LABQ,9,90.71,2369.05,Two year,No
6714-QICE,34,25.02,7050.04,Month-to-month,No
5987-WRUI,35,27.29,488.85,One year,Yes
4726-VUFK,1,60.29,1925.54,Month-to-month,No
1898-FYYQ,40,49.53,7189.35,Month-to-month,No
6991-SEKL,64,43.24,2123.91,One year,No
2039-DSLX,22,48.1,1843.14,Month-to-month,No
4617-EWUH,60,100.35,1191.19,One year,No
4186-ZHRK,64,112.92,6886.98,One year,No
4122-QXJR,72,60.51,4050.46,Month-to-month,No
4013-SRSS,11,110.61,5431.66,Two year,No
7200-IGXZ,14,52.15,1988.62,Two year,No
9957-BGQH,60,67.64,6088.52,One year,No
3395-PGNY,30,42.6,6104.04,Two year,Yes
8135-DDBD,35,84.05,2569.52,Two year,No
8879-HWPT,37,117.9,3344.39,Month-to-month,No
2383-ZTDW,5,80.35,1756.55,One year,No
6701-FAGS,26,55.78,7814.83,One year,No
4990-JSMM,62,84.78,5200.26,Month-to-month,No
8810-WEEN,4,32.29,7482.9,Two year,No
2855-ZNOK,42,108.87,2496.75,One year,No
0768-ARRK,18,70.31,6276.94,Two year,No
5981-CVRL,40,64.93,6150.28,One year,No
9509-RYIT,72,78.59,5564.08,One year,No
7952-BQIB,39,82.48,7728.55,One year,No
0933-EZWC,14,27.18,3209.09,One year,Yes
8172-TRDM,32,88.26,1132.67,Two year,No
4836-DRVN,51,44.19,5406.5,Two year,No
4845-KTVP,38,91.4,5861.55,Two year,No
4403-MFRE,23,102.25,4642.98,Two year,Yes
4652-LXMD,63,100.4,1733.86,Month-to-month,No
1985-HBBB,15,75.25,4085.2,One year,No
1406-OGGC,25,72.02,2566.3,One year,No
5161-EKCW,17,34.29,3476.99,One year,No
2546-QGZW,66,97.53,5197.23,Month-to-month,No
1176-WCNA,53,47.14,5987.2,Two year,No
1146-WZPM,51,69.67,1934.58,One year,No
6936-RKHD,39,48.43,3302.07,Two year,No
0109-WFQQ,51,33.38,2226.38,Two year,No
4671-HMMA,70,82.96,1669.19,Month-to-month,No
1179-MWPF,6,25.43,6288.76,Month-to-month,Yes
5800-QSZW,67,94.86,7283.1,Two year,No
7552-MMPP,7,51.76,3024.83,One year,No
6847-NKIB,51,20.01,6035.1,One year,Yes
8444-YJSA,72,71.11,7186.26,Month-to-month,No
2132-FXIP,42,24.69,6784.38,Month-to-month,No
8612-SYVR,64,47.62,1544.23,Month-to-month,No
7778-QHTR,15,90.7,7654.71,Month-to-month,Yes
1161-KZHF,29,26.27,3075.74,Month-to-month,No
0083-EVXA,33,103.93,2780.0,Month-to-month,Yes
0461-FGIJ,27,20.38,593.21,Month-to-month,Yes
0821-RNRS,36,44.68,3940.77,One year,No
9448-CCPU,29,94.09,961.21,Month-to-month,No
9801-QWXE,38,51.63,2063.46,Month-to-month,No
2457-CQID,57,30.19,2603.85,One year,Yes
8447-GVIN,27,56.02,6489.73,One year,No
0373-RDTK,55,47.04,7016.36,Two year,Yes
2844-LWUJ,33,104.27,2489.48,Month-to-month,No
0108-YCIZ,68,51.33,6883.72,Month-to-month,No
1076-QXBQ,66,98.89,6872.12,Month-to-month,No
7652-KROH,10,109.19,6140.74,Month-to-month,Yes
7902-NXSL,5,63.38,1258.89,Two year,No
2576-SXUK,38,110.99,5553.55,One year,No
1303-STDZ,13,57.73,7565.69,One year,Yes
2055-TEAU,31,116.41,5492.07,Month-to-month,Yes
5277-ZCBJ,47,28.93,2719.77,Month-to-month,No
6306-DHTL,52,88.7,4054.58,Month-to-month,No
9895-XQNP,56,69.38,5201.23,Two year,No
3277-RSNG,15,58.76,4133.51,Two year,No
3583-CSVC,29,83.27,1047.63,One year,No
0844-JNPN,8,90.39,2565.31,Month-to-month,No
3244-LYMZ,5,20.44,6438.93,Month-to-month,Yes
8117-DSWD,29,36.7,6905.2,Month-to-month,Yes
2479-JYPK,47,91.3,1184.67,Month-to-month,No
1501-JZHM,68,86.64,7623.86,Two year,No
7150-XXFV,45,116.6,2697.7,One year,No
4138-KOOX,2,96.1,5332.28,One year,No
7476-TNLL,27,115.08,6039.42,Two year,No
4837-RKGK,36,90.25,6514.38,Month-to-month,No
5987-QWSO,36,49.81,7571.42,One year,Yes
7751-OFQO,26,30.54,2572.06,One year,No
0514-XDYE,43,98.18,6882.2,Two year,No
0727-XLUP,27,84.41,1140.33,Month-to-month,No
4080-LKWI,69,24.82,5669.82,One year,No
2101-DGCH,20,56.01,5961.62,Month-to-month,No
4163-ABKI,11,115.68,5454.01,One year,Yes
4338-DFTP,38,70.04,2093.29,Two year,Yes
4731-BMKM,6,63.27,6997.04,Month-to-month,No
4282-ZRGO,72,65.77,1433.98,Two year,No
7340-QFZJ,23,40.89,523.71,One year,No
9754-XLAM,47,56.87,5767.97,Two year,Yes
8290-YMPV,46,56.98,3856.26,Two year,Yes
3365-NBTO,12,25.24,6807.87,Two year,Yes
3311-OHLP,13,96.76,3128.84,One year,Yes
9363-GTLG,62,61.65,1429.4,Month-to-month,Yes
9345-ARQA,60,102.22,6707.89,Two year,No
4964-XSTN,43,105.03,4436.39,Month-to-month,No
7600-VRRJ,68,41.2,1594.65,One year,No
8831-TSAM,5,85.74,5791.03,Month-to-month,Yes
9420-HXJC,37,67.23,4137.8,Two year,No
6372-MJHX,72,108.02,4874.07,Two year,No
7218-KWOM,31,41.57,3741.1,Two year,No
5656-OBDB,9,87.78,6646.8,Two year,No
2525-UERZ,51,80.78,6653.55,Two year,No
6525-LYQY,29,49.53,5704.17,Two year,No
0949-HRMJ,40,33.66,932.67,One year,No
7822-KLAF,41,85.16,6726.95,One year,No
0507-ZLBG,11,93.86,5401.0,One year,No
1360-MVPQ,23,51.56,5606.49,Month-to-month,No
3212-IBIU,1,84.48,2967.56,Month-to-month,No
9767-QPCB,46,59.51,7046.31,One year,Yes
0380-DXLH,21,91.32,5830.44,Month-to-month,No
6065-HJCT,36,39.92,989.46,Month-to-month,No
2560-JUWQ,54,109.02,3321.45,Two year,No
3974-IFCP,57,48.74,7102.4,Two year,No
0715-QGKS,1,56.78,472.85,Month-to-month,No
4270-ILYT,63,25.81,7695.19,Month-to-month,No
3871-IIJA,54,31.15,5465.38,One year,Yes
5605-VWKF,55,71.59,5087.87,Month-to-month,No
2973-RSZP,40,46.76,2237.42,Two year,No
3596-KELU,15,103.55,2065.46,Month-to-month,No
0202-FQGT,21,21.47,7542.26,One year,No
9372-EZJB,47,57.91,2456.35,Two year,No
0121-PTBA,53,53.73,6226.49,Two year,No
1187-IOEA,9,21.93,3205.66,Two year,Yes
8906-JUCY,52,32.44,1200.11,Two year,No
3286-YZZW,57,61.36,184.65,Month-to-month,Yes
8019-UEJJ,26,69.29,4399.63,One year,No
5920-QENU,41,60.43,7808.65,Month-to-month,Yes
3078-WZXF,35,73.09,3016.18,Month-to-month,No
0460-NTQN,63,79.51,2921.82,Two year,Yes
4433-SSMG,25,20.99,2818.32,One year,No
4950-FFWK,38,66.41,4212.3,Two year,No
3859-JODC,2,116.35,3581.25,Month-to-month,No
4354-QLMK,7,71.9,7051.33,Month-to-month,No
8331-GQJC,34,87.75,4093.61,Two year,No
8567-YCBA,17,51.19,4111.29,Month-to-month,No
2133-VRHS,43,97.4,1193.14,Month-to-month,No
9977-XAHV,59,97.29,7863.64,Two year,No
7445-RMNT,51,72.13,2074.79,Month-to-month,No
1327-MNUT,54,117.6,679.58,One year,Yes
7473-EUSF,24,32.56,5338.86,Two year,Yes
4535-DYAV,25,21.69,4803.39,One year,No
8346-KUNI,71,97.02,3379.65,Month-to-month,No
0791-YIQP,52,100.72,3435.32,Month-to-month,No
6892-KNEC,70,32.02,6302.0,Two year,No
5480-COAR,33,46.56,1646.13,Month-to-month,Yes
4109-HGRB,49,21.76,6580.0,Two year,Yes
0518-KECN,29,49.33,5225.1,Two year,No
4098-DFLS,63,97.31,3409.86,Two year,No
4695-NRHA,22,71.8,3718.43,Two year,Yes
1038-NXWL,26,54.81,2127.51,Two year,No
5728-LSSH,28,57.17,6041.7,One year,No
6812-XTLX,49,20.14,4151.71,Two year,No
1539-GWHQ,71,49.98,2634.75,One year,No
2967-FMZO,49,84.65,4808.8,Month-to-month,No
9017-ILGN,20,117.42,7966.3,Two year,No
4067-JTWK,63,104.71,3538.57,Month-to-month,No
0193-TMBO,61,22.36,7373.46,Two year,No
2918-VEAC,49,109.86,2825.63,One year,No
2530-TRDJ,71,98.32,532.39,One year,Yes
2062-SVVQ,1,98.04,1713.51,One year,No
7833-BAUT,13,65.8,3407.69,Month-to-month,No
9320-KZIE,51,59.8,1835.12,Two year,No
6287-VEEK,56,50.29,101.79,Month-to-month,Yes
1351-FOYD,62,26.57,7328.51,One year,No
2314-IKLB,32,42.82,6766.65,Month-to-month,No
8630-FHPZ,30,44.66,5964.11,One year,No
1598-EYPZ,29,68.41,1425.74,One year,No
6696-IQWI,49,94.74,1050.87,One year,No
8436-PJQG,45,67.38,634.08,Two year,No
5926-XITT,30,25.78,5819.83,Two year,Yes
6032-DFAY,16,115.78,7437.58,One year,No
5973-HQTN,40,114.27,3501.23,Month-to-month,No
9620-WIGO,19,98.52,1041.21,Month-to-month,No
9626-SPJI,18,119.13,4147.9,Two year,No
4080-FQDF,1,74.45,2855.77,One year,No
0589-GCSI,47,116.28,3061.12,Month-to-month,Yes
7212-HLQH,66,27.56,5008.51,One year,No
7093-ELNT,38,56.57,5777.87,Month-to-month,No
7870-JWTX,51,42.54,973.77,Two year,No
5172-MLJP,63,39.58,381.16,One year,Yes
0141-EANS,4,34.08,7955.21,One year,No
4999-JMQP,1,82.24,1938.55,Month-to-month,No
4093-OFLG,8,98.13,525.26,Month-to-month,No
9754-RSQY,29,77.83,1600.02,Month-to-month,Yes
7208-QRSQ,55,34.7,407.77,One year,Yes
2462-PYVA,3,101.11,3195.31,Two year,Yes
7693-PXNE,32,83.6,6438.97,Two year,No
4823-ZRJI,10,58.82,2795.83,Month-to-month,Yes
4870-QUID,34,87.41,3609.05,Two year,Yes
7933-ZVAB,55,45.99,5437.14,Month-to-month,Yes
6567-EJSF,32,54.52,4120.26,Two year,No
1948-EBET,50,111.75,6905.42,One year,Yes
2946-QWEH,7,49.05,6941.68,Month-to-month,No
3235-MRCB,8,67.0,178.29,Two year,No
7059-CNAP,65,109.01,6246.57,One year,No
9794-ILJX,57,90.77,3739.8,Two year,No
9896-JBJI,67,26.22,7911.84,One year,No
1467-XDPW,59,34.73,3917.53,One year,No
2683-QRMK,72,20.78,7896.48,Two year,No
1998-AJBU,54,83.09,6061.1,Two year,No
3464-PCLY,67,64.77,2063.98,One year,No
9989-THFD,51,33.43,4353.32,One year,No
5585-DUHR,8,115.79,7937.87,One year,No
5814-DRGF,34,72.97,6874.49,Month-to-month,No
7604-SEYX,35,44.19,869.2,One year,No
7224-XDDN,32,70.06,5680.34,Month-to-month,No
7068-YTPQ,46,87.96,2830.08,One year,No
3773-QOWV,16,27.62,155.16,Month-to-month,Yes
2100-TYTD,68,47.47,3287.5,One year,Yes
3895-ABNW,37,100.7,1954.56,One year,No
9336-UNPF,54,65.97,6569.07,One year,Yes
3541-YVML,14,74.66,2764.91,Two year,No
6168-SPIZ,55,63.28,6637.44,Two year,Yes
1974-VMSJ,48,24.39,104.72,One year,No
9382-TVSB,7,36.57,2531.77,Month-to-month,No
8143-ZRWZ,7,64.55,2005.21,Month-to-month,No
5369-TKNH,33,40.92,1945.18,One year,No
6183-DTPU,23,25.0,638.67,Two year,Yes
8741-DSHD,19,104.36,1578.28,Month-to-month,Yes
2770-SORZ,19,118.12,4488.84,Two year,No
1948-YCZE,36,99.31,2401.75,Month-to-month,No
0965-ZQKA,29,105.38,3397.42,One year,No
2469-QJRU,60,44.2,3077.25,Two year,No
6786-HQJD,2,116.06,7019.65,Month-to-month,No
0465-AOOH,1,39.69,7251.86,One year,No
7714-QLOC,47,115.14,3994.36,One year,No
0971-VAON,69,119.48,2708.23,One year,Yes
8455-SUDT,20,91.17,943.73,Two year,No
9815-EOUD,11,118.11,7631.88,Two year,No
1215-WAZN,2,76.95,575.79,One year,Yes
3549-AHYN,67,45.95,2451.44,Two year,No
7645-SNZJ,12,63.7,2454.72,Month-to-month,Yes
5208-GEHV,20,79.36,2631.17,One year,No
9623-DQBG,5,27.31,1397.87,One year,No
3940-GLSN,37,82.23,6286.98,Two year,No
0796-FJRV,38,118.12,1067.73,One year,No
6419-LAPC,9,39.01,5115.76,Month-to-month,No
1150-QJIH,53,99.26,1078.38,Two year,No
8203-ZJCY,44,110.79,657.23,Two year,No
1738-MNSW,24,114.37,7284.49,One year,No
5681-YKIT,30,116.01,1602.02,One year,No
9558-MDAN,59,72.15,6587.88,One year,No
1137-BSZS,14,117.73,4402.58,Two year,Yes
2671-ZUNH,9,95.73,715.07,One year,No
4988-HWYK,40,36.17,7648.04,Month-to-month,Yes
3007-YEBT,66,67.69,2050.99,One year,No
5489-LNTM,25,91.83,6891.2,One year,No
5986-KQXT,22,44.73,1433.6,Two year,Yes
7772-TYVW,4,84.06,6846.15,One year,No
5669-RWNF,26,86.66,204.51,Two year,No
0859-KJJC,58,36.27,4143.07,One year,No
9257-DHHF,29,76.51,6178.6,Month-to-month,No
7523-YQVA,37,97.16,7484.88,Month-to-month,No
4643-QIJA,70,69.89,7282.7,Two year,Yes
8131-MCND,18,21.21,6575.04,Two year,No
1416-FKHL,42,20.9,7116.71,One year,No
1814-VEJL,41,55.7,1673.84,One year,No
3811-BKTX,38,112.62,2345.06,Month-to-month,No
1146-GKOU,34,42.87,2382.85,One year,No
7378-NYVK,17,83.44,3078.73,Month-to-month,No
1101-NTGR,37,42.21,3207.23,Two year,No
3974-HMTG,25,52.17,4401.99,One year,Yes
